ID,URL,Repo Name,Collection,Contents
REPO_P0,https://github.com/robotics-upo/upo_robot_navigation,Repositories,upo_robot_navigation,"{'event_manager': '  self._lock.release()            self._rate.sleep()    def evaluate_events(self, it_ids, com_l'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
REPO_P1,https://github.com/googlecartographer/cartographer_ros,Repositories,cartographer_ros,{'message': 'no data'},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REPO_P2,https://github.com/whoenig/crazyflie_ros,Repositories,crazyflie_ros,"{'const_thrust': 'i in range(0, 100):    p.publish(twist)    r.sleep()'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
REPO_P3,https://github.com/whoenig/crazyflie_ros,Repositories,crazyflie_ros,"{'demo1': '!/usr/bin/env pythonx   ,   y,   z, yaw, sleep[0.0 , 1.0, 0.3, 0],[1.0 , 1.0, 0.5, 0],[0.0 '}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
REPO_P4,https://github.com/whoenig/crazyflie_ros,Repositories,crazyflie_ros,"{'test_high_level': 'off(targetHeight = 0.5, duration = 2.0) time.sleep(3.0) cf.goTo(goal = [0.5, 0.0, 0.0], yaw=0.2'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
REPO_P5,https://github.com/whoenig/crazyflie_ros,Repositories,crazyflie_ros,"{'demo2': '!/usr/bin/env pythonx   ,   y,   z, yaw, sleep'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
REPO_P6,https://github.com/bk8190/bk-ros,Repositories,bk-ros,"{'faceme': 's ok)   check for messages, call callbacks   sleeprospy.spin() 5hz'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
REPO_P7,https://github.com/Pankaj-Baranwal/pocketsphinx,Repositories,pocketsphinx,{'kws_test': 'pylint: disable=undefined-loop-variable rate.sleep() command executed after Ctrl+C is pressed'},0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
REPO_P8,https://github.com/lagadic/vision_visp,Repositories,vision_visp,{'message': 'no data'},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REPO_P9,https://github.com/kuka-isir/cart_opt_ctrl,Repositories,cart_opt_ctrl,{'message': 'no data'},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REPO_P10,https://github.com/ipab-slmc/exotica,Repositories,exotica,{'message': 'no data'},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REPO_P11,https://github.com/AIS-Bonn/nimbro_network,Repositories,nimbro_network,{'message': 'no data'},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REPO_P12,https://github.com/xaxxontech/oculusprime_ros,Repositories,oculusprime_ros,"{'global_path_follower': 'sfer) only do this once if goalrotate: rospy.sleep(1)  oculusprimesocket.sendString(""move stop""'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
REPO_P13,https://github.com/opencog/ghost_bridge,Repositories,ghost_bridge,"{'action_node': 'ion, or the blink animation, or frown, fall asleep, turn, look, and so on. Copyright (C) 2015  '}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
REPO_P14,https://github.com/ros-aldebaran/romeo_robot,Repositories,romeo_robot,"{'camera_depth': 'y wrapping NaoQI access (may not be the most efficient way...) Copyright 2012 Daniel Maier, Univer'}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
